month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2022/01/01 05:00:00+00,Sunday,5,Commuter Rail,39190,7838,3152
2021/12/01 05:00:00+00,Sunday,4,Bus,352131,88033,3153
2022/01/01 05:00:00+00,Total,31,Blue Line,797367,25722,3154
2021/12/01 05:00:00+00,Sunday,4,Private Bus,2232,558,3155
2022/01/01 05:00:00+00,Total,31,Orange Line,1986122,64068,3156
2021/12/01 05:00:00+00,Sunday,4,All Bus,412196,103049,3157
2022/01/01 05:00:00+00,Total,31,Red Line,2148255,69299,3158
2021/12/01 05:00:00+00,Sunday,4,Commuter Rail,53916,13479,3159
2022/01/01 05:00:00+00,Total,31,Heavy Rail,4931744,159089,3160
2022/01/01 05:00:00+00,Total,31,Green Line,1955158,63070,3161
2022/01/01 05:00:00+00,Total,31,Light Rail,1955158,63070,3162
2022/01/01 05:00:00+00,Total,31,Silver Line,483199,15587,3163
2022/01/01 05:00:00+00,Total,31,Bus,4569841,147414,3164
2022/01/01 05:00:00+00,Total,31,Trackless Trolley,89652,2892,3165
2022/01/01 05:00:00+00,Total,31,Private Bus,37642,1214,3166
2022/01/01 05:00:00+00,Total,31,All Bus,5180334,167108,3167
2022/01/01 05:00:00+00,Total,31,Commuter Rail,848770,27380,3168
2022/01/01 05:00:00+00,Total,31,Ferry,17247,556,3169
2022/01/01 05:00:00+00,Total,31,The RIDE,62548,2018,3170
2021/12/01 05:00:00+00,Weekday,23,Blue Line,786707,34205,3171
2021/12/01 05:00:00+00,Weekday,23,Orange Line,2023699,87987,3172
2021/12/01 05:00:00+00,Weekday,23,Red Line,2231045,97002,3173
2021/12/01 05:00:00+00,Weekday,23,Heavy Rail,5041450,219193,3174
2021/12/01 05:00:00+00,Weekday,23,Green Line,1916108,83309,3175
2021/12/01 05:00:00+00,Weekday,23,Light Rail,1916108,83309,3176
2021/12/01 05:00:00+00,Weekday,23,Silver Line,456036,19828,3177
2021/12/01 05:00:00+00,Weekday,23,Bus,4395765,191120,3178
2021/12/01 05:00:00+00,Weekday,23,Trackless Trolley,102095,4439,3179
2021/12/01 05:00:00+00,Sunday,4,The RIDE,4928,1232,3180
2021/12/01 05:00:00+00,Total,31,Blue Line,976287,31493,3181
2021/12/01 05:00:00+00,Total,31,Orange Line,2458522,79307,3182
2021/12/01 05:00:00+00,Total,31,Red Line,2674844,86285,3183
2021/12/01 05:00:00+00,Total,31,Heavy Rail,6109652,197086,3184
2021/12/01 05:00:00+00,Total,31,Green Line,2388560,77050,3185
2021/12/01 05:00:00+00,Total,31,Light Rail,2388560,77050,3186
2021/12/01 05:00:00+00,Total,31,Silver Line,589137,19004,3187
2021/12/01 05:00:00+00,Total,31,Bus,5324954,171773,3188
2021/12/01 05:00:00+00,Total,31,Trackless Trolley,113877,3673,3189
2021/12/01 05:00:00+00,Total,31,Private Bus,45238,1459,3190
2021/12/01 05:00:00+00,Total,31,All Bus,6073207,195910,3191
2021/12/01 05:00:00+00,Total,31,Commuter Rail,1141384,36819,3192
2021/12/01 05:00:00+00,Total,31,Ferry,32649,1053,3193
2021/12/01 05:00:00+00,Total,31,The RIDE,75386,2432,3194
2021/11/01 04:00:00+00,Weekday,21,Blue Line,806916,38425,3195
2021/11/01 04:00:00+00,Weekday,21,Orange Line,2180304,103824,3196
2021/11/01 04:00:00+00,Weekday,21,Red Line,2517633,119887,3197
2021/11/01 04:00:00+00,Weekday,21,Heavy Rail,5504853,262136,3198
2021/11/01 04:00:00+00,Weekday,21,Green Line,2142171,102008,3199
2021/11/01 04:00:00+00,Weekday,21,Light Rail,2142171,102008,3200
2020/12/01 05:00:00+00,Total,31,Bus,3625584,116954,3201
2020/12/01 05:00:00+00,Total,31,Trackless Trolley,74683,2409,3202
2020/12/01 05:00:00+00,Total,31,Private Bus,34122,1101,3203
2020/12/01 05:00:00+00,Total,31,All Bus,4105434,132433,3204
2020/12/01 05:00:00+00,Total,31,Commuter Rail,327341,10559,3205
2020/12/01 05:00:00+00,Total,31,Ferry,7872,254,3206
2020/12/01 05:00:00+00,Total,31,The RIDE,59636,1924,3207
2020/11/01 04:00:00+00,Weekday,20,Blue Line,456621,22831,3208
2020/11/01 04:00:00+00,Weekday,20,Orange Line,1044079,52204,3209
2020/11/01 04:00:00+00,Weekday,20,Red Line,1144846,57242,3210
2020/11/01 04:00:00+00,Weekday,20,Heavy Rail,2645546,132277,3211
2020/11/01 04:00:00+00,Weekday,20,Green Line,867656,43383,3212
2020/11/01 04:00:00+00,Weekday,20,Light Rail,867656,43383,3213
2020/11/01 04:00:00+00,Weekday,20,Silver Line,275619,13781,3214
2020/11/01 04:00:00+00,Weekday,20,Bus,2927925,146396,3215
2020/11/01 04:00:00+00,Weekday,20,Trackless Trolley,70689,3534,3216
2020/11/01 04:00:00+00,Weekday,20,Private Bus,37800,1890,3217
2020/11/01 04:00:00+00,Weekday,20,All Bus,3312033,165602,3218
2020/11/01 04:00:00+00,Weekday,20,Commuter Rail,342923,17146,3219
2020/11/01 04:00:00+00,Weekday,20,Ferry,10280,514,3220
2020/11/01 04:00:00+00,Weekday,20,The RIDE,43975,2199,3221
2020/11/01 04:00:00+00,Saturday,4,Blue Line,74050,18512,3222
2020/11/01 04:00:00+00,Saturday,4,Orange Line,154702,38676,3223
2020/11/01 04:00:00+00,Saturday,4,Red Line,168237,42059,3224
2020/11/01 04:00:00+00,Saturday,4,Heavy Rail,396989,99247,3225
2020/11/01 04:00:00+00,Saturday,4,Green Line,144491,36123,3226
2020/11/01 04:00:00+00,Saturday,4,Light Rail,144491,36123,3227
2020/11/01 04:00:00+00,Saturday,4,Silver Line,41490,10372,3228
2020/11/01 04:00:00+00,Saturday,4,Bus,411201,102800,3229
2020/11/01 04:00:00+00,Saturday,4,Trackless Trolley,9671,2418,3230
2020/11/01 04:00:00+00,Saturday,4,All Bus,462363,115591,3231
2020/11/01 04:00:00+00,Saturday,4,Commuter Rail,20446,5112,3232
2020/11/01 04:00:00+00,Saturday,4,The RIDE,5648,1412,3233
2020/11/01 04:00:00+00,Sunday,5,Blue Line,67097,13419,3234
2020/11/01 04:00:00+00,Sunday,5,Orange Line,133393,26679,3235
2020/11/01 04:00:00+00,Sunday,5,Red Line,149624,29925,3236
2020/11/01 04:00:00+00,Sunday,5,Heavy Rail,350114,70023,3237
2020/11/01 04:00:00+00,Sunday,5,Green Line,123066,24613,3238
2020/11/01 04:00:00+00,Sunday,5,Light Rail,123066,24613,3239
2020/11/01 04:00:00+00,Sunday,5,Silver Line,48559,9712,3240
2020/11/01 04:00:00+00,Sunday,5,Bus,365869,73174,3241
2020/11/01 04:00:00+00,Sunday,5,All Bus,414429,82886,3242
2020/11/01 04:00:00+00,Sunday,5,Commuter Rail,19999,4000,3243
2020/11/01 04:00:00+00,Sunday,5,The RIDE,4570,914,3244
2020/11/01 04:00:00+00,Total,30,Blue Line,604304,20143,3245
2020/11/01 04:00:00+00,Total,30,Orange Line,1345735,44858,3246
2020/11/01 04:00:00+00,Total,30,Red Line,1477327,49244,3247
2020/11/01 04:00:00+00,Total,30,Heavy Rail,3427366,114246,3248
2020/11/01 04:00:00+00,Total,30,Green Line,1146277,38209,3249
2020/11/01 04:00:00+00,Total,30,Light Rail,1146277,38209,3250
2021/06/01 04:00:00+00,Total,30,Ferry,50814,1694,3251
2021/06/01 04:00:00+00,Total,30,The RIDE,68711,2290,3252
2021/05/01 04:00:00+00,Weekday,20,Blue Line,590264,29513,3253
2021/05/01 04:00:00+00,Weekday,20,Orange Line,1318475,65924,3254
2021/05/01 04:00:00+00,Weekday,20,Red Line,1558519,77926,3255
2021/05/01 04:00:00+00,Weekday,20,Heavy Rail,3467259,173363,3256
2021/05/01 04:00:00+00,Weekday,20,Green Line,1084391,54220,3257
2021/05/01 04:00:00+00,Weekday,20,Light Rail,1084391,54220,3258
2021/05/01 04:00:00+00,Weekday,20,Silver Line,348164,17408,3259
2021/05/01 04:00:00+00,Weekday,20,Bus,3555724,177786,3260
2021/05/01 04:00:00+00,Weekday,20,Trackless Trolley,79439,3972,3261
2021/05/01 04:00:00+00,Weekday,20,Private Bus,28705,1435,3262
2021/05/01 04:00:00+00,Weekday,20,All Bus,4012032,200602,3263
2021/05/01 04:00:00+00,Weekday,20,Commuter Rail,475908,23795,3264
2021/05/01 04:00:00+00,Weekday,20,Ferry,13076,654,3265
2021/05/01 04:00:00+00,Weekday,20,The RIDE,52431,2622,3266
2021/05/01 04:00:00+00,Saturday,5,Blue Line,117620,23524,3267
2021/05/01 04:00:00+00,Saturday,5,Orange Line,241891,48378,3268
2021/05/01 04:00:00+00,Saturday,5,Red Line,279367,55873,3269
2021/05/01 04:00:00+00,Saturday,5,Heavy Rail,638878,127776,3270
2021/05/01 04:00:00+00,Saturday,5,Green Line,229817,45963,3271
2021/05/01 04:00:00+00,Saturday,5,Light Rail,229817,45963,3272
2021/05/01 04:00:00+00,Saturday,5,Silver Line,62864,12573,3273
2021/05/01 04:00:00+00,Saturday,5,Bus,545009,109002,3274
2021/05/01 04:00:00+00,Saturday,5,Trackless Trolley,10883,2177,3275
2021/05/01 04:00:00+00,Saturday,5,Private Bus,4316,863,3276
2021/05/01 04:00:00+00,Saturday,5,All Bus,623073,124615,3277
2021/05/01 04:00:00+00,Saturday,5,Commuter Rail,37154,7431,3278
2021/05/01 04:00:00+00,Sunday,5,Blue Line,89794,17959,3279
2021/05/01 04:00:00+00,Sunday,5,Orange Line,174624,34925,3280
2021/05/01 04:00:00+00,Sunday,5,Red Line,204867,40973,3281
2021/05/01 04:00:00+00,Sunday,5,Heavy Rail,469284,93857,3282
2021/05/01 04:00:00+00,Sunday,5,Green Line,167603,33521,3283
2021/05/01 04:00:00+00,Sunday,5,Light Rail,167603,33521,3284
2021/05/01 04:00:00+00,Sunday,5,Silver Line,65582,13116,3285
2021/05/01 04:00:00+00,Sunday,5,Bus,445102,89020,3286
2021/05/01 04:00:00+00,Sunday,5,Private Bus,3135,627,3287
2021/05/01 04:00:00+00,Sunday,5,All Bus,513819,102764,3288
2021/05/01 04:00:00+00,Sunday,5,Commuter Rail,25008,5002,3289
2021/05/01 04:00:00+00,Total,31,Blue Line,816744,26347,3290
2021/05/01 04:00:00+00,Total,31,Orange Line,1775222,57265,3291
2021/05/01 04:00:00+00,Total,31,Red Line,2084202,67232,3292
2021/05/01 04:00:00+00,Total,31,Heavy Rail,4676168,150844,3293
2021/05/01 04:00:00+00,Total,31,Green Line,1516471,48918,3294
2021/05/01 04:00:00+00,Total,31,Light Rail,1516471,48918,3295
2021/05/01 04:00:00+00,Total,31,Silver Line,476610,15375,3296
2021/05/01 04:00:00+00,Total,31,Bus,4545834,146640,3297
2021/05/01 04:00:00+00,Total,31,Trackless Trolley,90322,2914,3298
2021/05/01 04:00:00+00,Total,31,Private Bus,36157,1166,3299
2021/05/01 04:00:00+00,Total,31,All Bus,5148923,166094,3300
2021/01/01 05:00:00+00,Total,31,Bus,3428806,110607,3301
2020/11/01 04:00:00+00,Total,30,Silver Line,365668,12189,3302
2021/02/01 05:00:00+00,Total,28,Trackless Trolley,71116,2540,3303
2021/03/01 05:00:00+00,Total,31,Private Bus,34474,1112,3304
2021/04/01 04:00:00+00,Total,30,All Bus,4773086,159103,3305
2021/05/01 04:00:00+00,Total,31,Commuter Rail,538070,17357,3306
2021/01/01 05:00:00+00,Total,31,Trackless Trolley,72748,2347,3307
2021/01/01 05:00:00+00,Total,31,Private Bus,29878,964,3308
2021/01/01 05:00:00+00,Total,31,All Bus,3874257,124976,3309
2021/01/01 05:00:00+00,Total,31,Commuter Rail,255946,8256,3310
2021/01/01 05:00:00+00,Total,31,Ferry,6264,202,3311
2021/01/01 05:00:00+00,Total,31,The RIDE,51681,1667,3312
2020/12/01 05:00:00+00,Weekday,22,Blue Line,451335,20515,3313
2020/12/01 05:00:00+00,Weekday,22,Orange Line,1028409,46746,3314
2020/12/01 05:00:00+00,Weekday,22,Red Line,1143482,51976,3315
2020/12/01 05:00:00+00,Weekday,22,Heavy Rail,2623226,119238,3316
2020/12/01 05:00:00+00,Weekday,22,Green Line,820629,37301,3317
2020/12/01 05:00:00+00,Weekday,22,Light Rail,820629,37301,3318
2020/12/01 05:00:00+00,Weekday,22,Silver Line,292128,13279,3319
2020/12/01 05:00:00+00,Weekday,22,Bus,3014925,137042,3320
2020/12/01 05:00:00+00,Weekday,22,Trackless Trolley,68048,3093,3321
2020/12/01 05:00:00+00,Weekday,22,Private Bus,44154,2007,3322
2020/12/01 05:00:00+00,Weekday,22,All Bus,3419255,155421,3323
2020/12/01 05:00:00+00,Weekday,22,Commuter Rail,293773,13353,3324
2020/12/01 05:00:00+00,Weekday,22,Ferry,7876,358,3325
2020/12/01 05:00:00+00,Weekday,22,The RIDE,44471,2021,3326
2020/12/01 05:00:00+00,Saturday,4,Blue Line,55516,13879,3327
2020/12/01 05:00:00+00,Saturday,4,Orange Line,100142,25036,3328
2020/12/01 05:00:00+00,Saturday,4,Red Line,125635,31409,3329
2020/12/01 05:00:00+00,Saturday,4,Heavy Rail,281293,70323,3330
2020/12/01 05:00:00+00,Saturday,4,Green Line,101564,25391,3331
2020/12/01 05:00:00+00,Saturday,4,Light Rail,101564,25391,3332
2020/12/01 05:00:00+00,Saturday,4,Silver Line,38723,9681,3333
2020/12/01 05:00:00+00,Saturday,4,Bus,335542,83886,3334
2020/12/01 05:00:00+00,Saturday,4,Trackless Trolley,6636,1659,3335
2020/12/01 05:00:00+00,Saturday,4,All Bus,380901,95225,3336
2020/12/01 05:00:00+00,Saturday,4,Commuter Rail,15568,3892,3337
2020/12/01 05:00:00+00,Sunday,4,Blue Line,48726,12182,3338
2020/12/01 05:00:00+00,Sunday,4,Orange Line,82284,20571,3339
2020/12/01 05:00:00+00,Sunday,4,Red Line,110176,27544,3340
2020/12/01 05:00:00+00,Sunday,4,Heavy Rail,241187,60297,3341
2020/12/01 05:00:00+00,Sunday,4,Green Line,86970,21742,3342
2020/12/01 05:00:00+00,Sunday,4,Light Rail,86970,21742,3343
2020/12/01 05:00:00+00,Sunday,4,Silver Line,40193,10048,3344
2020/12/01 05:00:00+00,Sunday,4,Bus,275117,68779,3345
2020/12/01 05:00:00+00,Sunday,4,All Bus,315309,78827,3346
2020/12/01 05:00:00+00,Sunday,4,Commuter Rail,14400,3600,3347
2020/12/01 05:00:00+00,Sunday,4,The RIDE,3464,866,3348
2020/12/01 05:00:00+00,Total,31,Blue Line,560106,18068,3349
2020/12/01 05:00:00+00,Total,31,Orange Line,1220244,39363,3350
2020/12/01 05:00:00+00,Total,31,Red Line,1389002,44807,3351
2020/12/01 05:00:00+00,Total,31,Heavy Rail,3169352,102237,3352
2020/12/01 05:00:00+00,Total,31,Green Line,1015921,32772,3353
2020/12/01 05:00:00+00,Total,31,Light Rail,1015921,32772,3354
2020/12/01 05:00:00+00,Total,31,Silver Line,371044,11969,3355
2021/05/01 04:00:00+00,Total,31,Ferry,13076,422,3356
2021/04/01 04:00:00+00,Total,30,Commuter Rail,406368,13546,3357
2021/03/01 05:00:00+00,Total,31,All Bus,4702173,151683,3358
2021/02/01 05:00:00+00,Total,28,Private Bus,29929,1069,3359
2020/11/01 04:00:00+00,Total,30,Bus,3704996,123500,3360
2020/11/01 04:00:00+00,Total,30,Trackless Trolley,80361,2679,3361
2020/11/01 04:00:00+00,Total,30,Private Bus,34014,1134,3362
2020/11/01 04:00:00+00,Total,30,All Bus,4185039,139501,3363
2020/11/01 04:00:00+00,Total,30,Commuter Rail,387367,12912,3364
2020/11/01 04:00:00+00,Total,30,Ferry,11275,376,3365
2020/11/01 04:00:00+00,Total,30,The RIDE,59815,1994,3366
2020/10/01 04:00:00+00,Weekday,22,Blue Line,538534,24479,3367
2020/10/01 04:00:00+00,Weekday,22,Orange Line,1235415,56155,3368
2020/10/01 04:00:00+00,Weekday,22,Red Line,1354516,61569,3369
2020/10/01 04:00:00+00,Weekday,22,Heavy Rail,3128465,142203,3370
2020/10/01 04:00:00+00,Weekday,22,Green Line,1024202,46555,3371
2020/10/01 04:00:00+00,Weekday,22,Light Rail,1024202,46555,3372
2020/10/01 04:00:00+00,Weekday,22,Silver Line,313542,14252,3373
2020/10/01 04:00:00+00,Weekday,22,Bus,3317220,150783,3374
2020/10/01 04:00:00+00,Weekday,22,Trackless Trolley,79841,3629,3375
2020/10/01 04:00:00+00,Weekday,22,Private Bus,40986,1863,3376
2020/10/01 04:00:00+00,Weekday,22,All Bus,3751589,170527,3377
2020/10/01 04:00:00+00,Weekday,22,Commuter Rail,346828,15765,3378
2020/10/01 04:00:00+00,Weekday,22,Ferry,12210,555,3379
2020/10/01 04:00:00+00,Weekday,22,The RIDE,47342,2152,3380
2020/10/01 04:00:00+00,Saturday,5,Blue Line,99845,19969,3381
2020/10/01 04:00:00+00,Saturday,5,Orange Line,213130,42626,3382
2020/10/01 04:00:00+00,Saturday,5,Red Line,235538,47108,3383
2020/10/01 04:00:00+00,Saturday,5,Heavy Rail,548513,109703,3384
2020/10/01 04:00:00+00,Saturday,5,Green Line,207587,41517,3385
2020/10/01 04:00:00+00,Saturday,5,Light Rail,207587,41517,3386
2020/10/01 04:00:00+00,Saturday,5,Silver Line,55000,11000,3387
2020/10/01 04:00:00+00,Saturday,5,Bus,532053,106411,3388
2020/10/01 04:00:00+00,Saturday,5,Trackless Trolley,11461,2292,3389
2020/10/01 04:00:00+00,Saturday,5,All Bus,598515,119703,3390
2020/10/01 04:00:00+00,Saturday,5,Commuter Rail,37427,7485,3391
2020/10/01 04:00:00+00,Saturday,5,The RIDE,6845,1369,3392
2020/10/01 04:00:00+00,Sunday,4,Blue Line,60650,15162,3393
2020/10/01 04:00:00+00,Sunday,4,Orange Line,125809,31452,3394
2020/10/01 04:00:00+00,Sunday,4,Red Line,139457,34864,3395
2020/10/01 04:00:00+00,Sunday,4,Heavy Rail,325916,81479,3396
2020/10/01 04:00:00+00,Sunday,4,Green Line,119155,29789,3397
2020/10/01 04:00:00+00,Sunday,4,Light Rail,119155,29789,3398
2020/10/01 04:00:00+00,Sunday,4,Silver Line,35429,8857,3399
2020/10/01 04:00:00+00,Sunday,4,Bus,275763,68941,3400
2020/10/01 04:00:00+00,Sunday,4,All Bus,311192,77798,3401
2020/10/01 04:00:00+00,Sunday,4,Commuter Rail,23992,5998,3402
2020/10/01 04:00:00+00,Sunday,4,The RIDE,3696,924,3403
2020/10/01 04:00:00+00,Total,31,Blue Line,699029,22549,3404
2020/10/01 04:00:00+00,Total,31,Orange Line,1574354,50786,3405
2020/10/01 04:00:00+00,Total,31,Red Line,1729511,55791,3406
2020/10/01 04:00:00+00,Total,31,Heavy Rail,4002894,129126,3407
2020/10/01 04:00:00+00,Total,31,Green Line,1350943,43579,3408
2021/02/01 05:00:00+00,Total,28,All Bus,3782071,135074,3409
2021/02/01 05:00:00+00,Total,28,Commuter Rail,257158,9184,3410
2021/02/01 05:00:00+00,Total,28,Ferry,4074,146,3411
2021/02/01 05:00:00+00,Total,28,The RIDE,48317,1726,3412
2021/01/01 05:00:00+00,Weekday,19,Blue Line,400315,21069,3413
2021/01/01 05:00:00+00,Weekday,19,Orange Line,900334,47386,3414
2021/01/01 05:00:00+00,Weekday,19,Red Line,1003252,52803,3415
2021/01/01 05:00:00+00,Weekday,19,Heavy Rail,2303901,121258,3416
2021/01/01 05:00:00+00,Weekday,19,Green Line,733702,38616,3417
2021/01/01 05:00:00+00,Weekday,19,Light Rail,733702,38616,3418
2021/01/01 05:00:00+00,Weekday,19,Silver Line,240789,12673,3419
2021/01/01 05:00:00+00,Weekday,19,Bus,2576787,135620,3420
2021/01/01 05:00:00+00,Weekday,19,Trackless Trolley,61686,3247,3421
2021/01/01 05:00:00+00,Weekday,19,Private Bus,24252,1276,3422
2021/01/01 05:00:00+00,Weekday,19,All Bus,2903514,152817,3423
2021/01/01 05:00:00+00,Weekday,19,Commuter Rail,222252,11697,3424
2021/01/01 05:00:00+00,Weekday,19,Ferry,6264,330,3425
2021/01/01 05:00:00+00,Weekday,19,The RIDE,39419,2075,3426
2021/01/01 05:00:00+00,Saturday,5,Blue Line,72317,14463,3427
2021/01/01 05:00:00+00,Saturday,5,Orange Line,146515,29303,3428
2021/01/01 05:00:00+00,Saturday,5,Red Line,161996,32399,3429
2021/01/01 05:00:00+00,Saturday,5,Heavy Rail,380828,76166,3430
2021/01/01 05:00:00+00,Saturday,5,Green Line,136006,27201,3431
2021/01/01 05:00:00+00,Saturday,5,Light Rail,136006,27201,3432
2021/01/01 05:00:00+00,Saturday,5,Silver Line,54544,10909,3433
2021/01/01 05:00:00+00,Saturday,5,Bus,511959,102392,3434
2021/01/01 05:00:00+00,Saturday,5,Trackless Trolley,11062,2212,3435
2021/01/01 05:00:00+00,Saturday,5,Private Bus,3551,710,3436
2021/01/01 05:00:00+00,Saturday,5,All Bus,581116,116223,3437
2021/01/01 05:00:00+00,Saturday,5,Commuter Rail,17660,3532,3438
2021/01/01 05:00:00+00,Sunday,5,Blue Line,56841,11368,3439
2021/01/01 05:00:00+00,Sunday,5,Orange Line,114366,22873,3440
2021/01/01 05:00:00+00,Sunday,5,Red Line,130233,26047,3441
2021/01/01 05:00:00+00,Sunday,5,Heavy Rail,301440,60288,3442
2021/01/01 05:00:00+00,Sunday,5,Green Line,106104,21221,3443
2021/01/01 05:00:00+00,Sunday,5,Light Rail,106104,21221,3444
2021/01/01 05:00:00+00,Sunday,5,Silver Line,47491,9498,3445
2021/01/01 05:00:00+00,Sunday,5,Bus,340060,68012,3446
2021/01/01 05:00:00+00,Sunday,5,Private Bus,2075,415,3447
2021/01/01 05:00:00+00,Sunday,5,All Bus,389626,77925,3448
2021/01/01 05:00:00+00,Sunday,5,Commuter Rail,16034,3207,3449
2021/01/01 05:00:00+00,Total,31,Blue Line,576132,18585,3450
2021/01/01 05:00:00+00,Total,31,Orange Line,1255781,40509,3451
2021/01/01 05:00:00+00,Total,31,Red Line,1392431,44917,3452
2021/01/01 05:00:00+00,Total,31,Heavy Rail,3224344,104011,3453
2021/01/01 05:00:00+00,Total,31,Green Line,1056887,34093,3454
2021/01/01 05:00:00+00,Total,31,Light Rail,1056887,34093,3455
2021/01/01 05:00:00+00,Total,31,Silver Line,342824,11059,3456
2021/03/01 05:00:00+00,Total,31,Commuter Rail,348892,11255,3457
2021/04/01 04:00:00+00,Total,30,Ferry,8679,289,3458
2021/05/01 04:00:00+00,Total,31,The RIDE,64259,2073,3459
2021/04/01 04:00:00+00,Weekday,22,Blue Line,584176,26553,3460
2021/04/01 04:00:00+00,Weekday,22,Orange Line,1251310,56878,3461
2021/04/01 04:00:00+00,Weekday,22,Red Line,1482972,67408,3462
2021/04/01 04:00:00+00,Weekday,22,Heavy Rail,3318458,150839,3463
2021/04/01 04:00:00+00,Weekday,22,Green Line,1118899,50859,3464
2021/04/01 04:00:00+00,Weekday,22,Light Rail,1118899,50859,3465
2021/04/01 04:00:00+00,Weekday,22,Silver Line,324681,14758,3466
2021/04/01 04:00:00+00,Weekday,22,Bus,3393364,154244,3467
2021/04/01 04:00:00+00,Weekday,22,Trackless Trolley,75312,3423,3468
2021/04/01 04:00:00+00,Weekday,22,Private Bus,27908,1269,3469
2021/04/01 04:00:00+00,Weekday,22,All Bus,3821265,173694,3470
2021/04/01 04:00:00+00,Weekday,22,Commuter Rail,368443,16747,3471
2021/04/01 04:00:00+00,Weekday,22,Ferry,8679,394,3472
2021/04/01 04:00:00+00,Weekday,22,The RIDE,53632,2438,3473
2021/04/01 04:00:00+00,Saturday,4,Blue Line,88248,22062,3474
2021/04/01 04:00:00+00,Saturday,4,Orange Line,168109,42027,3475
2021/04/01 04:00:00+00,Saturday,4,Red Line,209724,52431,3476
2021/04/01 04:00:00+00,Saturday,4,Heavy Rail,466081,116520,3477
2021/04/01 04:00:00+00,Saturday,4,Green Line,175019,43755,3478
2021/04/01 04:00:00+00,Saturday,4,Light Rail,175019,43755,3479
2021/04/01 04:00:00+00,Saturday,4,Silver Line,48486,12122,3480
2021/04/01 04:00:00+00,Saturday,4,Bus,444130,111032,3481
2021/04/01 04:00:00+00,Saturday,4,Trackless Trolley,8523,2131,3482
2021/04/01 04:00:00+00,Saturday,4,Private Bus,4418,1104,3483
2021/04/01 04:00:00+00,Saturday,4,All Bus,505557,126389,3484
2021/04/01 04:00:00+00,Saturday,4,Commuter Rail,23530,5882,3485
2021/04/01 04:00:00+00,Sunday,4,Blue Line,60122,15030,3486
2021/04/01 04:00:00+00,Sunday,4,Orange Line,108413,27103,3487
2021/04/01 04:00:00+00,Sunday,4,Red Line,136441,34110,3488
2021/04/01 04:00:00+00,Sunday,4,Heavy Rail,304976,76244,3489
2021/04/01 04:00:00+00,Sunday,4,Green Line,112086,28022,3490
2021/04/01 04:00:00+00,Sunday,4,Light Rail,112086,28022,3491
2021/04/01 04:00:00+00,Sunday,4,Silver Line,37141,9285,3492
2021/04/01 04:00:00+00,Sunday,4,Bus,266114,66528,3493
2021/04/01 04:00:00+00,Sunday,4,Private Bus,1877,469,3494
2021/04/01 04:00:00+00,Sunday,4,All Bus,305132,76283,3495
2021/04/01 04:00:00+00,Sunday,4,Commuter Rail,14395,3599,3496
2021/04/01 04:00:00+00,Total,30,Blue Line,732545,24418,3497
2021/04/01 04:00:00+00,Total,30,Orange Line,1527832,50928,3498
2021/04/01 04:00:00+00,Total,30,Red Line,1829137,60971,3499
2021/04/01 04:00:00+00,Total,30,Heavy Rail,4089515,136317,3500
2021/04/01 04:00:00+00,Total,30,Green Line,1406004,46867,3501
2021/04/01 04:00:00+00,Total,30,Light Rail,1406004,46867,3502
2021/04/01 04:00:00+00,Total,30,Silver Line,423432,14114,3503
2021/04/01 04:00:00+00,Total,30,Bus,4229354,140978,3504
2021/04/01 04:00:00+00,Total,30,Trackless Trolley,86097,2870,3505
